timestamp,open,high,low,close,volume,datetime
1758188400,4589.86,4592.95,4589.04,4590.41,4865.671,2025-09-18 09:40:00
1758188700,4590.41,4594.75,4589.4,4592.98,4725.765,2025-09-18 09:45:00
1758189000,4592.98,4597.41,4591.0,4595.48,3496.834,2025-09-18 09:50:00
1758189300,4595.47,4595.58,4593.0,4595.42,2470.07,2025-09-18 09:55:00
1758189600,4595.42,4598.8,4594.67,4594.78,5551.921,2025-09-18 10:00:00
1758189900,4594.79,4597.91,4591.75,4593.7,6322.449,2025-09-18 10:05:00
1758190200,4593.7,4594.35,4580.49,4585.79,19889.912,2025-09-18 10:10:00
1758190500,4585.8,4586.21,4578.9,4586.2,10397.899,2025-09-18 10:15:00
1758190800,4586.2,4587.95,4578.34,4579.16,6568.762,2025-09-18 10:20:00
1758191100,4579.17,4579.17,4567.67,4570.01,20003.773,2025-09-18 10:25:00
1758191400,4570.0,4578.4,4569.76,4576.34,8868.347,2025-09-18 10:30:00
1758191700,4576.33,4578.31,4574.76,4578.18,3607.701,2025-09-18 10:35:00
1758192000,4578.18,4578.75,4576.16,4576.52,3529.997,2025-09-18 10:40:00
1758192300,4576.53,4576.53,4572.88,4574.99,3784.206,2025-09-18 10:45:00
1758192600,4574.99,4575.49,4572.2,4573.34,2579.788,2025-09-18 10:50:00
1758192900,4573.33,4575.0,4571.49,4572.53,6156.95,2025-09-18 10:55:00
1758193200,4572.53,4581.78,4572.41,4581.46,10623.486,2025-09-18 11:00:00
1758193500,4581.45,4581.84,4578.0,4580.0,5589.986,2025-09-18 11:05:00
1758193800,4580.01,4580.48,4575.79,4579.56,6433.895,2025-09-18 11:10:00
1758194100,4579.56,4584.41,4579.56,4582.9,7925.311,2025-09-18 11:15:00
1758194400,4582.9,4586.64,4582.5,4582.51,6983.805,2025-09-18 11:20:00
1758194700,4582.5,4583.43,4578.97,4580.78,2699.915,2025-09-18 11:25:00
1758195000,4580.79,4583.69,4578.52,4579.06,4119.883,2025-09-18 11:30:00
1758195300,4579.06,4582.26,4575.71,4578.01,4834.043,2025-09-18 11:35:00
1758195600,4578.0,4578.01,4570.56,4573.41,4623.779,2025-09-18 11:40:00
1758195900,4573.4,4575.0,4566.05,4567.42,9334.315,2025-09-18 11:45:00
1758196200,4567.42,4572.49,4567.42,4569.14,8653.841,2025-09-18 11:50:00
1758196500,4569.13,4574.0,4568.01,4573.99,4180.562,2025-09-18 11:55:00
1758196800,4573.99,4574.85,4570.56,4574.84,5235.011,2025-09-18 12:00:00
1758197100,4574.84,4578.52,4574.0,4574.01,5346.306,2025-09-18 12:05:00
1758197400,4574.0,4579.0,4566.25,4578.2,10441.925,2025-09-18 12:10:00
1758197700,4578.2,4578.2,4572.48,4574.61,5292.923,2025-09-18 12:15:00
1758198000,4574.61,4581.94,4573.43,4581.3,7306.575,2025-09-18 12:20:00
1758198300,4581.3,4585.66,4580.2,4583.37,12762.997,2025-09-18 12:25:00
1758198600,4583.38,4583.38,4566.25,4566.86,13246.83,2025-09-18 12:30:00
1758198900,4566.87,4576.0,4566.86,4576.0,6632.187,2025-09-18 12:35:00
1758199200,4576.0,4577.29,4575.22,4576.54,3138.424,2025-09-18 12:40:00
1758199500,4576.54,4579.32,4575.0,4577.17,4418.09,2025-09-18 12:45:00
1758199800,4577.16,4577.16,4569.3,4572.15,5380.657,2025-09-18 12:50:00
1758200100,4572.14,4573.18,4568.51,4568.52,3403.271,2025-09-18 12:55:00
1758200400,4568.51,4570.89,4560.67,4563.81,13907.343,2025-09-18 13:00:00
1758200700,4563.81,4576.66,4562.25,4576.38,11072.004,2025-09-18 13:05:00
1758201000,4576.38,4580.0,4573.75,4579.43,7984.491,2025-09-18 13:10:00
1758201300,4579.43,4582.82,4577.22,4577.99,10686.825,2025-09-18 13:15:00
1758201600,4577.99,4581.65,4576.92,4579.54,4992.755,2025-09-18 13:20:00
1758201900,4579.53,4584.0,4578.51,4582.34,6163.272,2025-09-18 13:25:00
1758202200,4582.34,4592.73,4574.76,4592.4,28161.352,2025-09-18 13:30:00
1758202500,4592.4,4603.6,4587.65,4588.16,38314.986,2025-09-18 13:35:00
1758202800,4588.16,4594.08,4568.6,4571.95,26580.49,2025-09-18 13:40:00
1758203100,4571.95,4576.1,4555.17,4576.1,53599.908,2025-09-18 13:45:00
1758203400,4576.1,4585.19,4573.65,4574.81,19940.278,2025-09-18 13:50:00
1758203700,4574.81,4586.38,4568.31,4586.07,13633.839,2025-09-18 13:55:00
1758204000,4586.06,4598.21,4584.6,4594.3,36449.471,2025-09-18 14:00:00
1758204300,4594.3,4601.0,4592.73,4598.01,22485.841,2025-09-18 14:05:00
1758204600,4598.01,4617.5,4598.0,4605.11,40545.026,2025-09-18 14:10:00
1758204900,4605.11,4616.15,4602.37,4613.47,24341.77,2025-09-18 14:15:00
1758205200,4613.47,4623.0,4613.47,4619.49,33239.399,2025-09-18 14:20:00
1758205500,4619.5,4622.0,4605.0,4606.44,23316.961,2025-09-18 14:25:00
1758205800,4606.44,4611.5,4602.06,4604.35,17904.785,2025-09-18 14:30:00
1758206100,4604.36,4604.99,4591.5,4597.15,22002.982,2025-09-18 14:35:00
1758206400,4597.14,4605.48,4595.1,4598.0,10914.674,2025-09-18 14:40:00
1758206700,4597.99,4598.41,4590.7,4591.59,13604.917,2025-09-18 14:45:00
1758207000,4591.59,4594.39,4587.12,4589.86,13562.32,2025-09-18 14:50:00
1758207300,4589.86,4595.4,4588.8,4594.24,7498.538,2025-09-18 14:55:00
1758207600,4594.25,4604.5,4592.27,4600.61,22227.989,2025-09-18 15:00:00
1758207900,4600.61,4604.37,4596.6,4601.0,11744.569,2025-09-18 15:05:00
1758208200,4600.99,4603.61,4587.12,4589.18,11866.937,2025-09-18 15:10:00
1758208500,4589.17,4599.91,4585.0,4599.91,14273.955,2025-09-18 15:15:00
1758208800,4599.9,4604.78,4595.15,4598.99,9864.459,2025-09-18 15:20:00
1758209100,4598.99,4600.62,4588.42,4588.94,5911.075,2025-09-18 15:25:00
1758209400,4588.93,4597.0,4588.93,4591.5,5728.689,2025-09-18 15:30:00
1758209700,4591.49,4598.8,4590.56,4598.16,5445.362,2025-09-18 15:35:00
1758210000,4598.15,4600.0,4592.4,4595.82,5740.763,2025-09-18 15:40:00
1758210300,4595.83,4606.69,4595.82,4605.12,8700.802,2025-09-18 15:45:00
1758210600,4605.11,4605.58,4594.48,4602.07,9894.165,2025-09-18 15:50:00
1758210900,4602.07,4602.23,4596.88,4597.15,6967.667,2025-09-18 15:55:00
1758211200,4597.14,4604.16,4594.55,4603.04,8067.236,2025-09-18 16:00:00
1758211500,4603.05,4604.39,4590.37,4590.37,9229.077,2025-09-18 16:05:00
1758211800,4590.38,4598.23,4588.0,4596.99,8464.361,2025-09-18 16:10:00
1758212100,4596.99,4606.0,4596.73,4605.99,14391.581,2025-09-18 16:15:00
1758212400,4605.99,4614.96,4605.99,4613.42,20277.971,2025-09-18 16:20:00
1758212700,4613.42,4616.81,4608.74,4614.41,13333.309,2025-09-18 16:25:00
1758213000,4614.41,4618.18,4608.1,4617.71,15812.372,2025-09-18 16:30:00
1758213300,4617.7,4625.17,4610.77,4623.0,24750.272,2025-09-18 16:35:00
1758213600,4623.01,4632.08,4620.99,4628.0,38398.765,2025-09-18 16:40:00
1758213900,4628.0,4634.84,4624.53,4629.99,24583.349,2025-09-18 16:45:00
1758214200,4629.98,4632.51,4626.47,4626.78,12644.117,2025-09-18 16:50:00
1758214500,4626.78,4628.24,4617.73,4619.48,16825.356,2025-09-18 16:55:00
1758214800,4619.47,4623.3,4607.93,4608.8,22138.822,2025-09-18 17:00:00
1758215100,4608.79,4613.5,4604.92,4610.51,23513.63,2025-09-18 17:05:00
1758215400,4610.5,4618.79,4608.54,4614.33,12152.831,2025-09-18 17:10:00
1758215700,4614.33,4621.9,4612.51,4615.22,8922.698,2025-09-18 17:15:00
1758216000,4615.22,4629.03,4610.74,4610.74,23892.894,2025-09-18 17:20:00
1758216300,4610.73,4610.74,4602.8,4605.35,17749.1,2025-09-18 17:25:00
1758216600,4605.34,4606.02,4597.14,4599.1,15112.296,2025-09-18 17:30:00
1758216900,4599.1,4602.45,4594.1,4602.44,14106.604,2025-09-18 17:35:00
1758217200,4602.44,4605.98,4597.55,4602.87,7587.402,2025-09-18 17:40:00
1758217500,4602.86,4609.26,4601.96,4608.99,5974.438,2025-09-18 17:45:00
1758217800,4609.0,4613.0,4608.05,4611.22,5017.884,2025-09-18 17:50:00
1758218100,4611.22,4611.23,4604.07,4607.22,3494.84,2025-09-18 17:55:00
1758218400,4607.21,4608.61,4600.6,4603.14,7353.138,2025-09-18 18:00:00
1758218700,4603.15,4611.86,4602.48,4609.41,4935.085,2025-09-18 18:05:00
1758219000,4609.4,4610.9,4603.58,4610.39,4068.893,2025-09-18 18:10:00
1758219300,4610.38,4611.96,4605.0,4605.52,4773.853,2025-09-18 18:15:00
1758219600,4605.53,4610.39,4603.66,4605.48,3763.529,2025-09-18 18:20:00
1758219900,4605.48,4612.85,4605.13,4609.46,3906.862,2025-09-18 18:25:00
1758220200,4609.46,4610.38,4603.08,4608.43,4296.878,2025-09-18 18:30:00
1758220500,4608.44,4611.85,4603.41,4603.63,4449.309,2025-09-18 18:35:00
1758220800,4603.63,4606.23,4601.0,4605.78,4691.391,2025-09-18 18:40:00
1758221100,4605.78,4615.61,4605.78,4613.78,4807.244,2025-09-18 18:45:00
1758221400,4613.79,4616.63,4610.61,4614.8,5853.665,2025-09-18 18:50:00
1758221700,4614.79,4620.91,4614.31,4616.17,13085.329,2025-09-18 18:55:00
1758222000,4616.18,4616.9,4607.42,4608.11,5244.616,2025-09-18 19:00:00
1758222300,4608.12,4611.39,4606.54,4610.74,3628.908,2025-09-18 19:05:00
1758222600,4610.74,4611.16,4604.5,4604.51,7963.281,2025-09-18 19:10:00
1758222900,4604.5,4606.88,4602.0,4603.89,5581.532,2025-09-18 19:15:00
1758223200,4603.9,4604.38,4597.16,4597.66,5855.207,2025-09-18 19:20:00
1758223500,4597.65,4599.44,4588.66,4589.79,12689.332,2025-09-18 19:25:00
1758223800,4589.8,4594.31,4585.5,4585.75,12602.059,2025-09-18 19:30:00
1758224100,4585.74,4591.68,4578.0,4590.8,27113.893,2025-09-18 19:35:00
1758224400,4590.8,4594.36,4585.0,4592.46,6483.014,2025-09-18 19:40:00
1758224700,4592.46,4593.73,4586.45,4591.18,3983.487,2025-09-18 19:45:00
1758225000,4591.19,4592.69,4585.68,4589.53,7315.067,2025-09-18 19:50:00
1758225300,4589.52,4592.31,4584.48,4586.53,7956.385,2025-09-18 19:55:00
1758225600,4586.54,4593.48,4585.05,4590.44,5635.584,2025-09-18 20:00:00
1758225900,4590.43,4595.57,4588.78,4595.57,3426.226,2025-09-18 20:05:00
1758226200,4595.56,4595.58,4590.3,4593.9,4456.012,2025-09-18 20:10:00
1758226500,4593.9,4595.47,4587.74,4589.31,3415.707,2025-09-18 20:15:00
1758226800,4589.3,4596.35,4589.3,4593.54,2972.781,2025-09-18 20:20:00
1758227100,4593.55,4593.55,4590.0,4590.27,1644.334,2025-09-18 20:25:00
1758227400,4590.26,4594.25,4589.05,4589.07,2671.899,2025-09-18 20:30:00
1758227700,4589.07,4601.8,4588.0,4599.61,4571.221,2025-09-18 20:35:00
1758228000,4599.61,4601.91,4598.33,4600.86,5882.707,2025-09-18 20:40:00
1758228300,4600.86,4603.7,4599.42,4603.7,3816.37,2025-09-18 20:45:00
1758228600,4603.69,4603.9,4599.8,4602.57,3654.799,2025-09-18 20:50:00
1758228900,4602.56,4602.97,4598.8,4602.96,3474.16,2025-09-18 20:55:00
1758229200,4602.96,4603.14,4599.53,4600.09,2555.64,2025-09-18 21:00:00
1758229500,4600.08,4600.46,4596.42,4597.07,3364.489,2025-09-18 21:05:00
1758229800,4597.07,4597.7,4592.02,4592.24,3199.208,2025-09-18 21:10:00
1758230100,4592.23,4595.88,4590.74,4593.92,2702.148,2025-09-18 21:15:00
1758230400,4593.92,4597.05,4589.07,4589.63,5497.97,2025-09-18 21:20:00
1758230700,4589.62,4593.32,4589.16,4592.71,2080.549,2025-09-18 21:25:00
1758231000,4592.7,4593.93,4591.71,4592.56,1348.023,2025-09-18 21:30:00
1758231300,4592.56,4596.38,4592.55,4594.5,1403.031,2025-09-18 21:35:00
1758231600,4594.51,4595.47,4592.22,4593.8,1723.048,2025-09-18 21:40:00
1758231900,4593.79,4599.72,4593.79,4599.71,1350.961,2025-09-18 21:45:00
1758232200,4599.72,4601.33,4593.81,4593.81,2200.7,2025-09-18 21:50:00
1758232500,4593.81,4593.81,4589.32,4592.69,2688.038,2025-09-18 21:55:00
1758232800,4592.69,4592.69,4586.77,4590.29,10100.012,2025-09-18 22:00:00
1758233100,4590.29,4593.14,4587.24,4588.23,2928.413,2025-09-18 22:05:00
1758233400,4588.22,4589.73,4585.0,4586.0,3752.569,2025-09-18 22:10:00
1758233700,4585.99,4589.94,4585.0,4589.94,2529.408,2025-09-18 22:15:00
1758234000,4589.94,4593.85,4589.93,4593.85,2266.34,2025-09-18 22:20:00
1758234300,4593.84,4594.72,4591.59,4593.16,2599.867,2025-09-18 22:25:00
1758234600,4593.15,4596.1,4593.15,4595.01,1827.513,2025-09-18 22:30:00
1758234900,4595.01,4599.1,4595.0,4599.09,3836.048,2025-09-18 22:35:00
1758235200,4599.1,4600.0,4595.56,4597.13,2798.414,2025-09-18 22:40:00
1758235500,4597.12,4598.9,4596.13,4598.49,3101.091,2025-09-18 22:45:00
1758235800,4598.48,4598.49,4587.83,4588.9,5951.119,2025-09-18 22:50:00
1758236100,4588.89,4590.43,4586.23,4589.06,6499.473,2025-09-18 22:55:00
1758236400,4589.06,4589.06,4575.0,4580.06,18662.651,2025-09-18 23:00:00
1758236700,4580.07,4581.0,4570.27,4578.0,17885.325,2025-09-18 23:05:00
1758237000,4578.0,4584.14,4577.2,4580.37,7770.443,2025-09-18 23:10:00
1758237300,4580.37,4580.37,4568.4,4573.59,12569.101,2025-09-18 23:15:00
1758237600,4573.59,4577.41,4570.75,4573.47,5800.195,2025-09-18 23:20:00
1758237900,4573.46,4576.79,4571.0,4575.84,3685.187,2025-09-18 23:25:00
1758238200,4575.84,4581.83,4574.47,4581.82,5216.87,2025-09-18 23:30:00
1758238500,4581.82,4583.01,4579.21,4581.59,6310.564,2025-09-18 23:35:00
1758238800,4581.58,4585.84,4579.82,4583.93,4658.061,2025-09-18 23:40:00
1758239100,4583.92,4589.55,4582.8,4588.28,7230.711,2025-09-18 23:45:00
1758239400,4588.28,4590.43,4584.64,4587.25,5156.924,2025-09-18 23:50:00
1758239700,4587.25,4588.0,4585.0,4585.31,2988.34,2025-09-18 23:55:00
1758240000,4585.32,4592.65,4585.31,4592.19,7906.444,2025-09-19 00:00:00
1758240300,4592.19,4592.19,4587.13,4589.99,4561.725,2025-09-19 00:05:00
1758240600,4589.98,4589.99,4585.38,4587.67,3629.695,2025-09-19 00:10:00
1758240900,4587.67,4599.0,4587.12,4592.99,6831.614,2025-09-19 00:15:00
1758241200,4593.0,4597.23,4591.51,4593.55,5829.553,2025-09-19 00:20:00
1758241500,4593.55,4599.95,4593.25,4597.94,4499.12,2025-09-19 00:25:00
1758241800,4597.94,4602.79,4596.78,4601.1,7907.536,2025-09-19 00:30:00
1758242100,4601.11,4611.0,4601.1,4608.49,16359.322,2025-09-19 00:35:00
1758242400,4608.49,4609.35,4605.75,4607.86,5985.032,2025-09-19 00:40:00
1758242700,4607.86,4610.0,4601.33,4604.34,8287.598,2025-09-19 00:45:00
1758243000,4604.34,4607.0,4600.25,4605.18,7460.436,2025-09-19 00:50:00
1758243300,4605.19,4608.0,4602.6,4607.48,3846.887,2025-09-19 00:55:00
1758243600,4607.48,4609.0,4603.37,4609.0,4782.839,2025-09-19 01:00:00
1758243900,4608.99,4610.59,4603.38,4605.24,11921.013,2025-09-19 01:05:00
1758244200,4605.23,4606.59,4598.72,4601.16,17324.565,2025-09-19 01:10:00
1758244500,4601.16,4609.09,4596.5,4608.65,10090.317,2025-09-19 01:15:00
1758244800,4608.64,4610.87,4604.93,4608.03,6481.535,2025-09-19 01:20:00
1758245100,4608.02,4616.0,4607.88,4615.0,15969.518,2025-09-19 01:25:00
1758245400,4615.0,4619.5,4611.97,4612.57,13499.982,2025-09-19 01:30:00
1758245700,4612.58,4614.13,4608.58,4608.59,6683.0,2025-09-19 01:35:00
1758246000,4608.58,4610.2,4602.39,4603.59,7789.161,2025-09-19 01:40:00
1758246300,4603.6,4606.08,4598.88,4599.61,5832.175,2025-09-19 01:45:00
1758246600,4599.6,4606.34,4598.53,4606.0,4944.283,2025-09-19 01:50:00
1758246900,4606.0,4608.53,4602.39,4604.92,3532.261,2025-09-19 01:55:00
1758247200,4604.91,4610.04,4602.46,4610.03,4349.936,2025-09-19 02:00:00
1758247500,4610.03,4613.69,4601.67,4602.3,5737.728,2025-09-19 02:05:00
1758247800,4602.29,4602.96,4595.0,4596.01,9520.343,2025-09-19 02:10:00
1758248100,4596.01,4600.0,4595.47,4596.05,3045.726,2025-09-19 02:15:00
1758248400,4596.04,4596.24,4590.31,4590.85,10366.076,2025-09-19 02:20:00
1758248700,4590.85,4592.92,4587.61,4590.02,8340.278,2025-09-19 02:25:00
1758249000,4590.01,4593.0,4586.52,4586.97,6517.874,2025-09-19 02:30:00
1758249300,4586.96,4595.5,4586.96,4594.69,4791.317,2025-09-19 02:35:00
1758249600,4594.69,4598.0,4590.11,4590.35,4543.082,2025-09-19 02:40:00
1758249900,4590.35,4594.82,4589.04,4589.04,2597.254,2025-09-19 02:45:00
1758250200,4589.05,4591.9,4588.0,4588.21,3525.296,2025-09-19 02:50:00
1758250500,4588.21,4592.66,4586.2,4586.88,3879.731,2025-09-19 02:55:00
1758250800,4586.88,4591.61,4586.88,4591.6,4271.843,2025-09-19 03:00:00
1758251100,4591.61,4594.96,4590.2,4591.29,3850.648,2025-09-19 03:05:00
1758251400,4591.29,4597.14,4591.29,4594.12,6476.915,2025-09-19 03:10:00
1758251700,4594.13,4595.65,4591.72,4595.38,2375.7,2025-09-19 03:15:00
1758252000,4595.39,4600.0,4595.38,4597.06,4718.277,2025-09-19 03:20:00
1758252300,4597.06,4597.19,4569.26,4575.56,55739.883,2025-09-19 03:25:00
1758252600,4575.55,4576.41,4559.0,4568.85,65398.082,2025-09-19 03:30:00
1758252900,4568.85,4568.85,4560.61,4563.6,17199.595,2025-09-19 03:35:00
1758253200,4563.6,4566.8,4539.13,4550.93,124720.94,2025-09-19 03:40:00
1758253500,4550.92,4551.65,4542.18,4547.66,27482.277,2025-09-19 03:45:00
1758253800,4547.66,4553.74,4545.56,4550.59,21885.19,2025-09-19 03:50:00
1758254100,4550.59,4551.48,4542.01,4547.46,14543.417,2025-09-19 03:55:00
1758254400,4547.45,4548.13,4532.81,4535.52,45475.881,2025-09-19 04:00:00
1758254700,4535.52,4541.0,4532.21,4536.95,21887.627,2025-09-19 04:05:00
1758255000,4536.95,4536.96,4530.0,4533.0,26735.291,2025-09-19 04:10:00
1758255300,4533.0,4542.49,4532.47,4537.77,21260.441,2025-09-19 04:15:00
1758255600,4537.77,4544.53,4536.54,4541.8,16170.366,2025-09-19 04:20:00
1758255900,4541.79,4546.27,4541.25,4546.27,14135.241,2025-09-19 04:25:00
1758256200,4546.26,4550.0,4541.5,4546.77,14628.876,2025-09-19 04:30:00
1758256500,4546.77,4552.19,4546.42,4550.19,15341.732,2025-09-19 04:35:00
1758256800,4550.2,4551.17,4546.0,4547.71,9997.337,2025-09-19 04:40:00
1758257100,4547.7,4551.77,4547.11,4551.59,8707.1,2025-09-19 04:45:00
1758257400,4551.58,4553.78,4547.62,4553.78,6820.293,2025-09-19 04:50:00
1758257700,4553.78,4557.06,4553.77,4555.86,9082.971,2025-09-19 04:55:00
1758258000,4555.85,4556.48,4549.09,4551.82,8058.287,2025-09-19 05:00:00
1758258300,4551.81,4552.32,4546.99,4548.57,8617.407,2025-09-19 05:05:00
1758258600,4548.57,4553.0,4546.42,4551.69,4793.769,2025-09-19 05:10:00
1758258900,4551.7,4551.7,4541.78,4547.17,16596.239,2025-09-19 05:15:00
1758259200,4547.17,4547.17,4536.99,4539.14,10835.203,2025-09-19 05:20:00
1758259500,4539.15,4539.15,4525.63,4529.1,27291.672,2025-09-19 05:25:00
1758259800,4529.1,4536.26,4525.26,4535.97,20823.269,2025-09-19 05:30:00
1758260100,4535.97,4537.0,4531.12,4536.99,7456.878,2025-09-19 05:35:00
1758260400,4537.0,4538.52,4532.0,4533.98,7333.035,2025-09-19 05:40:00
1758260700,4533.98,4538.31,4533.65,4537.83,5397.734,2025-09-19 05:45:00
1758261000,4537.83,4541.45,4537.41,4541.1,5973.012,2025-09-19 05:50:00
1758261300,4541.1,4541.52,4537.71,4538.5,4992.449,2025-09-19 05:55:00
1758261600,4538.51,4539.69,4531.0,4533.27,10481.582,2025-09-19 06:00:00
1758261900,4533.27,4533.32,4530.3,4532.44,5019.658,2025-09-19 06:05:00
1758262200,4532.44,4534.05,4530.73,4531.28,4008.563,2025-09-19 06:10:00
1758262500,4531.27,4540.5,4531.04,4539.42,8534.394,2025-09-19 06:15:00
1758262800,4539.43,4539.43,4530.64,4534.0,4370.986,2025-09-19 06:20:00
1758263100,4534.01,4534.01,4527.99,4531.82,7855.592,2025-09-19 06:25:00
1758263400,4531.82,4535.46,4526.64,4528.39,7658.204,2025-09-19 06:30:00
1758263700,4528.4,4534.78,4526.28,4533.34,9566.427,2025-09-19 06:35:00
1758264000,4533.34,4535.28,4530.79,4531.0,4697.734,2025-09-19 06:40:00
1758264300,4530.99,4534.1,4519.3,4521.84,22630.6,2025-09-19 06:45:00
1758264600,4521.84,4527.37,4517.64,4527.21,25808.995,2025-09-19 06:50:00
1758264900,4527.2,4527.35,4520.64,4521.84,7787.646,2025-09-19 06:55:00
1758265200,4521.84,4528.25,4515.65,4517.82,23031.459,2025-09-19 07:00:00
1758265500,4517.82,4524.36,4516.0,4521.06,12021.127,2025-09-19 07:05:00
1758265800,4521.06,4527.35,4521.06,4526.3,8748.258,2025-09-19 07:10:00
1758266100,4526.29,4530.0,4526.29,4529.99,6892.167,2025-09-19 07:15:00
1758266400,4530.0,4533.0,4528.34,4532.77,7713.275,2025-09-19 07:20:00
1758266700,4532.77,4535.0,4529.93,4533.28,6278.232,2025-09-19 07:25:00
1758267000,4533.27,4535.0,4530.0,4535.0,5911.767,2025-09-19 07:30:00
1758267300,4535.0,4539.35,4534.99,4539.35,9579.275,2025-09-19 07:35:00
1758267600,4539.37,4541.0,4536.58,4539.49,6394.762,2025-09-19 07:40:00
1758267900,4539.5,4540.26,4536.9,4537.98,6304.503,2025-09-19 07:45:00
1758268200,4537.98,4540.02,4536.0,4538.0,5949.158,2025-09-19 07:50:00
1758268500,4537.99,4538.67,4535.72,4536.56,3347.212,2025-09-19 07:55:00
1758268800,4536.55,4539.5,4535.86,4537.9,4425.211,2025-09-19 08:00:00
1758269100,4537.89,4542.83,4537.89,4542.34,5676.737,2025-09-19 08:05:00
1758269400,4542.35,4542.51,4540.4,4540.4,4494.783,2025-09-19 08:10:00
1758269700,4540.39,4546.78,4540.13,4546.78,12446.794,2025-09-19 08:15:00
1758270000,4546.77,4546.78,4542.53,4543.3,4755.047,2025-09-19 08:20:00
1758270300,4543.31,4543.31,4537.95,4538.39,6440.787,2025-09-19 08:25:00
1758270600,4538.4,4539.02,4529.3,4534.72,12022.99,2025-09-19 08:30:00
